date,weighted,close,high,low,open,volume
2017-03-04 9:03,19.53,18.65,20.4,18.65,19.68,2942700.62
2017-03-05 9:03,18.87,19.37,19.45,18.18,18.65,2382207.51
2017-03-06 9:03,19.77,19.68,20.24,19.17,19.37,2804985.76
2017-03-07 9:03,19.16,18.96,19.77,18.59,19.68,3000705.32
2017-03-08 9:03,17.73,16.68,18.96,16.65,18.96,4972148.41
2017-03-09 9:03,17.22,17.82,18.29,16.2,16.68,3139630.97
2017-03-10 9:03,18.49,19.2,19.7,17.01,17.82,5707738.07
2017-03-11 9:03,20.35,21.64,21.89,18.91,19.2,4620772.87
2017-03-12 9:03,22.76,23.39,24.25,21.33,21.64,5998303.82
2017-03-13 9:03,27.72,28.63,31.1,23.38,23.39,17313033.21
2017-03-14 9:03,28.62,28.69,30,27.16,28.63,6463914.73
2017-03-15 9:03,31.93,35.65,35.86,28.5,28.69,13024043.77
2017-03-16 9:03,40.88,45.96,47.03,35.65,35.65,29848110.67
2017-03-17 9:03,46.48,44.62,57.67,35.04,45.96,33187742.19
2017-03-18 9:03,36.98,34.03,45,30.7,44.62,21037389.23
2017-03-19 9:03,40.09,43.21,45.64,33.64,34.03,18290571.59
2017-03-20 9:03,43.28,42.31,45.25,40.86,43.21,9886785.64
2017-03-21 9:03,42.76,42.36,43.68,41.76,42.31,6558176.59
2017-03-22 9:03,40.43,41.37,42.59,38.26,42.36,8694763.41
2017-03-23 9:03,42.14,42.99,43.97,40.33,41.37,7419929.65
2017-03-24 9:03,48.16,52.93,53.44,42.5,42.99,19785456.56
2017-03-25 9:03,50.36,50.5,53.4,47.29,52.93,16183488.6
2017-03-26 9:03,50.15,50.73,51.5,48.51,50.5,6961266.89
2017-03-27 9:03,50.12,48.97,51.71,48.28,50.73,8404872.05
2017-03-28 9:03,49.62,50.3,50.44,48.51,48.97,7348122.31
2017-03-29 9:03,52.36,53.1,53.97,50.11,50.3,12696297.27
2017-03-30 9:03,52.5,51.87,53.34,51.52,53.1,6956979.32
2017-03-31 9:03,49.53,50.18,52.41,46.98,51.87,12258616.13
2017-04-01 9:04,50.41,50.71,51.85,48.85,50.18,4562219.23
2017-04-02 9:04,49.67,48.74,51.19,48.14,50.71,7453149.87
2017-04-03 9:04,45.71,44.25,48.97,42.39,48.74,14666813.46
2017-04-04 9:04,43.7,44.47,46.25,41.45,44.25,9516955.39
2017-04-05 9:04,46.06,44.78,47.63,44.2,44.47,7054235.32
2017-04-06 9:04,43.52,43.3,45.97,41.1,44.78,7464018.9
2017-04-07 9:04,42.93,42.32,44.64,41.57,43.3,4566968.25
2017-04-08 9:04,44.55,44.45,45.5,42.31,42.32,3500595.99
2017-04-09 9:04,43.78,43.92,44.74,42.72,44.45,2474395.44
2017-04-10 9:04,43.61,43.92,44.65,42.72,43.92,2978928.93
2017-04-11 9:04,44.02,43.83,44.5,43.55,43.92,2420789.78
2017-04-12 9:04,45.43,46.48,47.88,43.58,43.83,5618434.19
2017-04-13 9:04,49.1,49.77,51.11,46.22,46.48,8494580.05
2017-04-14 9:04,47.85,47.2,50,46.52,49.77,4024842.23
2017-04-15 9:04,47.74,48.94,74.98,46.78,47.2,2084025.5
2017-04-16 9:04,48.37,48.13,49.25,47.5,48.94,2043139.03
2017-04-17 9:04,47.92,47.94,48.29,47.5,48.13,2587857.02
2017-04-18 9:04,48.92,49.79,49.93,47.7,47.94,3962080.36
2017-04-19 9:04,49.47,47.78,50.32,47.25,49.79,5131263.04
2017-04-20 9:04,48.56,49.38,49.5,47.6,47.78,4546096.81
2017-04-21 9:04,49.01,48.37,49.49,48.24,49.38,3712932.91
2017-04-22 9:04,48.65,48.61,49.08,48.22,48.37,2853455.65
2017-04-23 9:04,48.63,48.96,49,48.25,48.61,2555384.2
2017-04-24 9:04,49.98,50.12,50.44,48.94,48.96,4374104.47
2017-04-25 9:04,50.38,50.31,50.75,50,50.12,3861596.52
2017-04-26 9:04,52.84,53.42,54.85,50.25,50.31,9911654.68
2017-04-27 9:04,59.59,63.67,63.99,52.66,53.42,18218315.3
2017-04-28 9:04,67.79,73.14,74.9,62.5,63.67,29764049.64
2017-04-29 9:04,71.68,70.4,74.89,68.24,73.14,17346942.58
2017-04-30 9:04,76.27,80.87,82.9,70,70.4,20584476.48
2017-05-01 9:05,80.45,79.35,85.21,72.24,80.87,33480503.94
2017-05-02 9:05,78.76,77.55,83.07,75.54,79.35,16427688.06
2017-05-03 9:05,78.7,81.29,81.4,75.89,77.55,17027417.4
2017-05-04 9:05,89.31,95.97,96.66,80.31,81.29,31607268.71
2017-05-05 9:05,94.94,91.93,98.98,89,95.97,22792285.13
2017-05-06 9:05,94.23,95.84,96.42,91.93,91.93,10490087.26
2017-05-07 9:05,95.05,93.82,97.95,90,95.84,13871180.1
2017-05-08 9:05,90.25,89.25,94.74,85.1,93.82,19027227.25
2017-05-09 9:05,84.74,86.58,90.08,75.89,89.25,23133637.07
2017-05-10 9:05,88.6,88.36,91.98,85.39,86.58,12651925.92
2017-05-11 9:05,88.71,88.3,90.99,87.01,88.36,10213510.73
2017-05-12 9:05,87.35,85.17,90.3,82.2,88.3,11796903.84
2017-05-13 9:05,85.77,88.42,88.74,82,85.17,7600806.6
2017-05-14 9:05,88.85,89.39,89.94,87.13,88.42,4713507.67
2017-05-15 9:05,91.52,91,94.7,89.28,89.39,11937509.69
2017-05-16 9:05,89.81,87.98,92.3,87.08,91,11416157.35
2017-05-17 9:05,86.67,86.88,89.98,82.5,87.98,13232890.86
2017-05-18 9:05,92.32,96.2,96.2,86.5,86.88,15993643.17
2017-05-19 9:05,113.5,125.14,129.98,96.18,96.2,54963567.09
2017-05-20 9:05,125.81,123.63,129.34,121,125.14,25031581.26
2017-05-21 9:05,136.56,148.78,148.97,122,123.63,43505747.13
2017-05-22 9:05,164.59,160.1,184.22,131.22,148.78,105740817.1
2017-05-23 9:05,166.24,169.95,177.9,155.7,160.1,44761219.81
2017-05-24 9:05,188.16,196.06,202,167.7,169.95,67895079.24
2017-05-25 9:05,199.64,181.51,217.85,162.04,196.06,96398922.27
2017-05-26 9:05,172.42,163.8,199.99,140,181.51,75414265.02
2017-05-27 9:05,148.58,159.91,172,115.67,163.8,69086549.89
2017-05-28 9:05,172.44,175.48,185,159.59,159.91,40666324.91
2017-05-29 9:05,185.63,194.82,199,167,175.48,40622488.98
2017-05-30 9:05,209.08,228.69,233.09,185,194.82,93703935.58
2017-05-31 9:05,226.84,229.14,234.76,215.42,228.69,79439685.18
2017-06-01 9:06,224.22,221.91,238.97,206.02,229.14,77389924.49
2017-06-02 9:06,222.91,222.04,229.75,216.5,221.91,37081095.86
2017-06-03 9:06,223.37,224.95,227.5,218.56,222.04,24513281.94
2017-06-04 9:06,239.36,245.5,249.04,224,224.95,50959013.68
2017-06-05 9:06,246.73,248,248.98,241.2,245.5,36502542.85
2017-06-06 9:06,257.99,264.58,269.36,247,248,82744001.93
2017-06-07 9:06,258.63,255.68,265.63,244.98,264.58,56362415.22
2017-06-08 9:06,255.81,258.64,261,250,255.68,35005691.85
2017-06-09 9:06,270.32,279.38,279.39,258.63,258.64,51633564.45
2017-06-10 9:06,311.21,340.2,358.46,278.03,279.38,131572602.9
2017-06-11 9:06,340.89,343.01,355,317.05,340.2,85592217.05
2017-06-12 9:06,371.6,397.37,420,306.11,343.01,198304467.7
2017-06-13 9:06,385.99,388,400,359.75,397.37,104082570.8
2017-06-14 9:06,361.93,341.7,394.47,315,388,134508919.4
2017-06-15 9:06,310.54,343.71,356.29,253,341.7,231803268.8
2017-06-16 9:06,343.9,354.26,364,314,343.71,88134279.02
2017-06-17 9:06,356.64,368.98,369,341.65,354.26,51261725.65
2017-06-18 9:06,360.37,351.85,381.66,340.11,368.98,55246020.7
2017-06-19 9:06,355.91,358.71,362.5,346.88,351.85,36653221.42
2017-06-20 9:06,353.12,350.94,365.79,325,358.71,73795531.25
2017-06-21 9:06,302.04,325.41,352,0.1,350.94,109573239.3
2017-06-22 9:06,320.19,320.02,336.68,305,325.41,47698163.15
2017-06-23 9:06,325.6,326.99,332.95,316.66,320.02,25188926.61
2017-06-24 9:06,313.49,304.5,330.7,295.55,326.99,41053846.39
2017-06-25 9:06,281.12,278.49,310,251.3,304.5,74023435.12
2017-06-26 9:06,245.79,252.01,293,206.5,278.49,140225606.2
2017-06-27 9:06,246.87,287.23,288.51,211,252.01,115428201.5
2017-06-28 9:06,293.66,315.32,323.69,260.11,287.23,117593524.9
2017-06-29 9:06,305.63,292.95,322.9,286.22,315.32,62132254.77
2017-06-30 9:06,286.9,280.04,306.5,270.5,292.95,65599322.46
2017-07-01 9:07,266.57,263.12,281.98,253.23,280.04,47415685.5
2017-07-02 9:07,275.39,285,293.73,255.7,263.12,52262287.77
2017-07-03 9:07,279.12,276.37,285,273.07,285,35016353.54
2017-07-04 9:07,274.82,269.2,282.83,265,276.37,30109905.28
2017-07-05 9:07,263.56,266.27,274.97,252.67,269.2,43150162.51
2017-07-06 9:07,266.52,266.01,275,261.59,266.27,23104815.07
2017-07-07 9:07,248.75,241.28,266.97,235.01,266.01,43235641.32
2017-07-08 9:07,240.6,246.64,249.5,231.25,241.28,32551056.02
2017-07-09 9:07,244.92,238.81,253.31,236,246.64,17506678.15
2017-07-10 9:07,214.2,202.86,240.33,185.39,238.81,83595403.95
2017-07-11 9:07,196.05,190.57,216.5,175.56,202.86,103770299.3
2017-07-12 9:07,207.02,224.04,228.88,181,190.57,86234866.5
2017-07-13 9:07,207.9,205,227,193.07,224.04,47054550.83
2017-07-14 9:07,194.12,197.23,206.99,183.12,205,41349453.02
2017-07-15 9:07,181.83,167.72,198.97,167,197.23,47186110.39
2017-07-16 9:07,152.14,155.68,172.3,130.26,167.72,92584328.03
2017-07-17 9:07,173.79,190.87,191.5,153.25,155.68,109820156.5
2017-07-18 9:07,211.62,227.01,249.4,176.51,190.87,182312318
2017-07-19 9:07,214.2,194.73,243.9,186.01,227.01,164393592.5
2017-07-20 9:07,219.7,226.06,237,194.73,194.73,134905285.7
2017-07-21 9:07,222.7,216.6,238,208.5,226.06,64364463.59
2017-07-22 9:07,226.49,230.69,237.67,215.1,216.6,40118529.07
2017-07-23 9:07,228.85,228.31,234.35,221.2,230.69,26249308.36
2017-07-24 9:07,227.2,225.96,229.99,224,228.31,17023543.96
2017-07-25 9:07,206.16,203.78,226.59,193,225.96,75296235.06
2017-07-26 9:07,199.94,203.23,209.89,193.4,203.78,42220511.77
2017-07-27 9:07,201.83,202.94,205,198.85,203.23,25314400.8
2017-07-28 9:07,194.87,190.72,203.95,189.34,202.94,33233436.3
2017-07-29 9:07,191.28,205.9,209.77,178.03,190.72,51679328.43
2017-07-30 9:07,200.3,196.95,209.9,193.26,205.9,20963045.11
2017-07-31 9:07,196.69,200.82,201.98,190.78,196.95,23092104.62
2017-08-01 9:08,217.43,225.73,232.73,200.82,200.82,94357485.82
2017-08-02 9:08,220.82,217.92,228.8,215.37,225.73,32849658.95
2017-08-03 9:08,223.22,224,227.53,217.35,217.92,25244903.38
2017-08-04 9:08,222.84,220.72,226.82,219.51,224,21758153.32
2017-08-05 9:08,240.21,251.85,258.98,219.54,220.72,76619150.23
2017-08-06 9:08,260.58,263.96,273,250.99,251.85,61950704.21
2017-08-07 9:08,266.84,269.9,274.81,257.1,263.96,44860354.07
2017-08-08 9:08,286,295.95,299.45,267,269.9,76102445.66
2017-08-09 9:08,297.36,295.26,314.71,276.55,295.95,137831624.9
2017-08-10 9:08,301.54,300.51,309.8,288.34,295.26,46311401.26
2017-08-11 9:08,302.11,309.65,310,295.79,300.51,39595152.25
2017-08-12 9:08,313.85,308.35,319.7,303.61,309.65,54919824.11
2017-08-13 9:08,296.47,296.66,309.95,287,308.35,57867177.91
2017-08-14 9:08,300.19,299.16,309.35,294.96,296.66,34747885.03
2017-08-15 9:08,284.59,286.71,299.18,267,299.16,60469976.2
2017-08-16 9:08,295.14,300.45,303.9,280,286.71,36960066.56
2017-08-17 9:08,303.37,300.67,309.41,298,300.45,35759155.26
2017-08-18 9:08,297.12,292.87,306.09,287,300.67,39234434.29
2017-08-19 9:08,292.64,293.58,298.7,287,292.87,19899757.31
2017-08-20 9:08,293.98,297.79,298.5,289.5,293.58,16198759.59
2017-08-21 9:08,322.77,322,344.34,295.27,297.79,100520508.9
2017-08-22 9:08,311.21,314.19,329.97,292,322,61322529.98
2017-08-23 9:08,319.21,317.5,324.61,313.72,314.19,32657839.2
2017-08-24 9:08,322,324.56,328,316,317.5,25033864.82
2017-08-25 9:08,331.54,330.14,336.99,324.38,324.56,39186766.23
2017-08-26 9:08,330.28,332.99,334.51,325.57,330.14,19806246.77
2017-08-27 9:08,338.58,348.2,348.2,332.44,332.99,30972598.55
2017-08-28 9:08,344.61,347.54,349.99,336.35,348.2,37627134.09
2017-08-29 9:08,363.67,372.48,374.91,347.54,347.54,62024232.53
2017-08-30 9:08,380.17,384.1,392,368.3,372.48,61612513.22
2017-08-31 9:08,386.63,389.2,389.97,381.2,384.1,45626353.51
2017-09-01 9:09,392.69,392.87,396.88,386.98,389.2,61070928.86
2017-09-02 9:09,358.83,354.87,393.76,333,392.87,101415224.9
2017-09-03 9:09,355.04,353.06,372,344.75,354.87,47131803.58
2017-09-04 9:09,312.37,316.86,353.15,285,353.06,138125635.2
2017-09-05 9:09,309.4,320.08,325,290.03,316.86,91169926.68
2017-09-06 9:09,334.74,339.38,345,319.3,320.08,64069286.75
2017-09-07 9:09,331.67,335.56,339.38,323.26,339.38,33592740.02
2017-09-08 9:09,308.85,307.96,335.56,292.8,335.56,88214346.62
2017-09-09 9:09,303.24,304.99,313.87,294.51,307.96,28121304.27
2017-09-10 9:09,297.19,300.33,306.5,285.13,304.99,35305619.18
2017-09-11 9:09,297.31,298.47,307.97,288.03,300.33,38559083.79
2017-09-12 9:09,300.51,294.5,316.19,286,298.47,54966905.24
2017-09-13 9:09,273.5,275.71,294.5,256.41,294.5,87501576.34
2017-09-14 9:09,242.91,223.85,280.75,221.3,275.71,119474609.1
2017-09-15 9:09,238.94,260.88,269.99,202.25,223.85,152861086
2017-09-16 9:09,261.5,255.84,278,247.1,260.88,46479611.19
2017-09-17 9:09,255.65,259.66,271.2,240.15,255.84,31386819.6
2017-09-18 9:09,288.44,298,303.5,259.65,259.66,82904263.85
2017-09-19 9:09,287.4,282.8,301,275.25,298,47190323.76
2017-09-20 9:09,286.38,283.55,293.58,278.04,282.8,30247969.64
2017-09-21 9:09,268.74,258.11,286.99,252.55,283.55,54203044.57
2017-09-22 9:09,262,263.88,272,254.01,258.11,30932093.85
2017-09-23 9:09,276.48,286.03,286.63,260.02,263.88,21498585.99
2017-09-24 9:09,285.89,283.21,294.89,276.23,286.03,25966522.89
2017-09-25 9:09,292.23,294.41,296.7,282.66,283.21,25958608.72
2017-09-26 9:09,291.43,288.77,295.48,286.2,294.41,17844632.84
2017-09-27 9:09,300.9,309.85,312.75,288.25,288.77,34922345.26
2017-09-28 9:09,303.86,302.33,310,298.1,309.85,27388129.98
2017-09-29 9:09,289.8,291.88,302.6,278,302.33,44269866.59
2017-09-30 9:09,299.55,301.57,304.69,291.25,291.88,17989413.72
2017-10-01 9:10,299.84,303.25,303.25,295.75,301.57,12323453.94
2017-10-02 9:10,298.23,296.72,303.5,293.73,303.25,18032390.9
2017-10-03 9:10,292.7,292.36,299,287.65,296.72,17049019.04
2017-10-04 9:10,292.53,292,295,289.62,292.36,12151300.18
2017-10-05 9:10,292.66,294.89,296.99,286.69,292,12953531.97
2017-10-06 9:10,301.92,307.73,308.5,294.21,294.89,24628265.3
2017-10-07 9:10,309.52,311.12,314.62,304.57,307.73,19300115.95
2017-10-08 9:10,311.35,309.2,313.6,308.62,311.12,13644500.37
2017-10-09 9:10,298.05,297,309.32,285.88,309.2,39606638.87
2017-10-10 9:10,299.04,297.99,305,290.23,297,25465505.01
2017-10-11 9:10,300.5,302,303,297.53,297.99,13574161.8
2017-10-12 9:10,304.23,302.12,307,300.3,302,34372037.18
2017-10-13 9:10,324.91,335.89,345,298.29,302.12,84595762.03
2017-10-14 9:10,341.15,338.37,347,332.53,335.89,30063215.82
2017-10-15 9:10,331.72,336.89,341,320,338.37,33057629.74
2017-10-16 9:10,341.04,334.36,350,330.84,336.89,45212742.16
2017-10-17 9:10,322.25,316.37,334.66,310.5,334.36,35735837.76
2017-10-18 9:10,303.53,313.59,316.53,287.4,316.37,49677659.8
2017-10-19 9:10,309.92,308.02,316.21,305.34,313.59,25140959.72
2017-10-20 9:10,306.83,303.15,311.53,302,308.02,28086354.25
2017-10-21 9:10,297.8,300,303.74,291.38,303.15,32917792.69
2017-10-22 9:10,296.88,295.14,306.55,291.81,300,18254446.48
2017-10-23 9:10,284.06,285.83,295.15,275.46,295.14,36344513.02
2017-10-24 9:10,303.03,296.99,311.7,280.3,285.83,50098871.26
2017-10-25 9:10,294.97,296.76,300.97,288.05,296.99,20716448.32
2017-10-26 9:10,296.93,295.98,299.95,293.81,296.76,13799993.52
2017-10-27 9:10,296.27,297.59,298.98,291.57,295.98,11377539.3
2017-10-28 9:10,295.56,295.11,297.9,293.51,297.59,7758822.91
2017-10-29 9:10,304.47,303.38,310,294.42,295.11,19007680.66
2017-10-30 9:10,306.53,306.87,309.69,302.53,303.38,12490218.99
2017-10-31 9:10,307.24,303.51,309.94,303.49,306.87,18022322.63
2017-11-01 9:11,297.87,290.82,305,289.51,303.51,33210994.21
2017-11-02 9:11,286.89,285.4,295.51,278.88,290.82,55697567.45
2017-11-03 9:11,297.62,306,308.06,285.4,285.4,34846865.74
2017-11-04 9:11,299.89,301.66,306,295,306,18523272.27
2017-11-05 9:11,298.01,296.57,302,295.64,301.66,15644427.25
2017-11-06 9:11,298.96,297.32,304.9,292,296.57,25945235.9
2017-11-07 9:11,293.23,292.42,304,287,297.32,40893417.73
2017-11-08 9:11,307.25,307.91,319.89,291,292.42,66422175.9
2017-11-09 9:11,320.48,320.72,329.47,307.01,307.91,48807054.55
2017-11-10 9:11,305.87,298.04,325.12,291.3,320.72,46451792.67
2017-11-11 9:11,309.37,315.69,319.94,297.67,298.04,36070041.1
2017-11-12 9:11,309.15,307.1,316.55,301.04,315.69,52886758.56
2017-11-13 9:11,315.01,315.56,319,306.5,307.1,42928263.89
2017-11-14 9:11,327.97,335.04,336.91,315.5,315.56,63175665.16
2017-11-15 9:11,333.72,331.81,340.84,326,335.04,42145249.08
2017-11-16 9:11,328.36,330.21,334.8,321.91,331.81,42297954.6
2017-11-17 9:11,330.99,332.31,334.3,326.46,330.21,30249994.34
2017-11-18 9:11,338.31,346.6,349,328.22,332.31,33115060.34
2017-11-19 9:11,357.25,354.59,374.7,344.01,346.6,69421270.28
2017-11-20 9:11,363.94,368.24,373.75,354.24,354.59,44557409.8
2017-11-21 9:11,362.8,361.51,372.99,350.5,368.24,67084561.31
2017-11-22 9:11,370.22,381.73,382.96,361,361.51,45008439.9
2017-11-23 9:11,404.93,406.61,428.6,376.04,381.73,121595850.4
2017-11-24 9:11,443.03,470.98,479.89,401,406.61,143016102.8
2017-11-25 9:11,470.77,466.77,488,456,470.98,115698848.5
2017-11-26 9:11,463.17,473.99,477.65,451.81,466.77,82662051.06
2017-11-27 9:11,478.58,477.53,492.99,462.1,473.99,102690422.3
2017-11-28 9:11,472.34,468.52,483,463.6,477.53,80711075.57
2017-11-29 9:11,471.56,434.01,518.13,410.09,468.52,210512455.7
2017-11-30 9:11,432.37,434.03,470,401.5,434.01,145834049.9
2017-12-01 9:12,448.04,463.82,468.43,421.58,434.03,83992148.3
2017-12-02 9:12,465.03,460.34,474.96,451.21,463.82,71316440.44
2017-12-03 9:12,468.81,464.76,483.5,450,460.34,72814695.64
2017-12-04 9:12,462.43,468.22,473,449.4,464.76,60565575.13
2017-12-05 9:12,462.26,457.3,470,451.56,468.22,62927433.49
2017-12-06 9:12,444.56,432.49,461.99,425.01,457.3,146779503.8
2017-12-07 9:12,433.59,433.28,448.89,415.01,432.49,135375010.1
2017-12-08 9:12,451.4,463.45,479.1,420.01,433.28,172178710.9
2017-12-09 9:12,493.27,485.04,535.1,450,463.45,229413184.6
2017-12-10 9:12,456.66,447.71,486.13,438,485.04,87760499.48
2017-12-11 9:12,482,518,519.49,445.75,447.71,126402835.4
2017-12-12 9:12,579.94,686.82,714,501.11,518,420734054.6
2017-12-13 9:12,695.12,711.94,784.77,606,686.82,482343884.2
2017-12-14 9:12,719.33,705.01,758,660.83,711.94,267837586.8
2017-12-15 9:12,670.6,693.5,706,618.19,705.01,190617186.3
2017-12-16 9:12,701.38,704.27,735,684.16,693.5,126274172.3
2017-12-17 9:12,726.38,732.18,746.93,703,704.18,112638702
2017-12-18 9:12,748.67,785.65,798.81,695,732.18,216470423.1
2017-12-19 9:12,823.62,826.65,875,770.38,785.65,314535254.6
2017-12-20 9:12,792.11,802.86,833.6,701,826.65,240544037.8
2017-12-21 9:12,805.68,796.98,845,767.15,802.86,187492726.3
2017-12-22 9:12,652.29,682.11,799.95,460,796.98,485222147.2
2017-12-23 9:12,729.57,732.8,774.99,670,682.11,140438510.6
2017-12-24 9:12,683.57,697.04,734.86,641.14,732.8,107600462
2017-12-25 9:12,730.1,740.5,759.88,693.5,697.04,86804964.19
2017-12-26 9:12,752.43,755.07,771,738.07,740.5,74310569.35
2017-12-27 9:12,740.35,739.99,767,706,755.07,90191247.25
2017-12-28 9:12,705.6,719.5,742.31,676.03,739.99,119741787.5
2017-12-29 9:12,737.59,748.89,755,713,719.5,106051307.2
2017-12-30 9:12,719.41,710.58,748.9,691.1,748.89,92607974.2
2017-12-31 9:12,724.87,741.27,751,699,710.58,60926498.69
2018-01-01 9:01,746.04,759.03,764.97,727.14,741.27,62482198.79
2018-01-02 9:01,843.57,865,878.5,759.02,759.03,282663894.7
2018-01-03 9:01,897.25,938.31,949.98,850.11,865,241097653.2
2018-01-04 9:01,952.8,949,994.89,906.01,938.31,269232364.8
2018-01-05 9:01,976.91,969.27,1015,935,949,251956164
2018-01-06 9:01,990.98,1006.68,1009.11,961.23,969.27,118766448.5
2018-01-07 9:01,1064.99,1118.3,1118.3,1003.02,1006.68,176519091.6
2018-01-08 9:01,1131.65,1137.01,1228.99,951,1118.3,395312780.8
2018-01-09 9:01,1212.66,1290.01,1297.58,1119,1137.01,308934115.3
2018-01-10 9:01,1308.48,1246.95,1386.99,1207.61,1290.01,455622468.3
2018-01-11 9:01,1199.22,1137.01,1335,1083.97,1246.95,420030364
2018-01-12 9:01,1211.49,1260,1285,1089.18,1137.01,230563476.1
2018-01-13 9:01,1352.06,1386.02,1419.96,1259.99,1260,248668725
2018-01-14 9:01,1335.13,1365.46,1389.11,1256.01,1386.02,175703182.2
2018-01-15 9:01,1318.91,1278.63,1380.97,1269.01,1365.46,157026819.9
2018-01-16 9:01,1065.79,1080,1285.57,852.01,1278.63,617688885.4
2018-01-17 9:01,929.67,1028.06,1164.4,757,1080,736027535.9
2018-01-18 9:01,1042.04,1025.78,1100,951,1028.06,350676894.6
2018-01-19 9:01,1038.92,1037.45,1093,994.4,1025.78,164823297.1
2018-01-20 9:01,1111.6,1150.02,1164.97,1036.08,1037.45,176404493.3
2018-01-21 9:01,1069.94,1047.13,1151,1011,1150.02,158124230.1
2018-01-22 9:01,990.55,999.68,1080,917,1047.13,202377929.3
2018-01-23 9:01,973.95,984.03,1019,905,999.68,196387474
2018-01-24 9:01,1008.34,1056.99,1056.99,952.68,984.03,151249762.8
2018-01-25 9:01,1061.22,1040,1098.74,1014.9,1056.99,168874122.1
2018-01-26 9:01,1035.45,1045.57,1071.75,987.54,1040,138418187
2018-01-27 9:01,1076.74,1100,1118.98,1030,1045.57,120570461.8
2018-01-28 9:01,1165.48,1215.01,1224,1087.94,1100,191902216.5
2018-01-29 9:01,1167.27,1162.27,1221.74,1137.2,1215.01,141102467.7
2018-01-30 9:01,1090.43,1054.39,1171,1025,1162.27,239959019.7
2018-01-31 9:01,1071.23,1105,1121.03,1013.25,1054.39,179717810.6
2018-02-01 9:02,1044.07,1017.48,1143,930,1105,321672225.1
2018-02-02 9:02,895.86,911.99,1020.48,726.43,1017.48,487774968.4
2018-02-03 9:02,931.63,969.4,998,841.61,911.99,177128763.3
2018-02-04 9:02,869.27,826,970.4,783.27,969.4,179475868.5
2018-02-05 9:02,719.78,693.54,857.5,615,826,400225832.7
2018-02-06 9:02,672.24,783.83,807.5,555.56,693.54,487312087.6
2018-02-07 9:02,793.91,750.04,864.49,718.03,783.83,271817279
2018-02-08 9:02,802.76,812,843,747.82,750.04,144121843.6
2018-02-09 9:02,837.66,875.99,879.2,780,812,136643584.8
2018-02-10 9:02,866.75,849.47,908.76,815,875.99,132968606.3
2018-02-11 9:02,820.03,811.35,851.77,780,849.47,81308495.68
2018-02-12 9:02,853.46,864.4,874.03,810.99,811.35,75144272.41
2018-02-13 9:02,843.99,840.49,867.48,826,864.4,58507170.74
2018-02-14 9:02,889.84,920.27,924.7,839.45,840.49,145467815.1
2018-02-15 9:02,927.99,929.3,948.23,905.49,920.27,121775173.6
2018-02-16 9:02,931.06,936.02,944.92,910.8,929.3,73649640.03
2018-02-17 9:02,962.19,975,976.79,934.2,936.02,69779993.19
2018-02-18 9:02,942.56,912.41,982.99,909.1,975,89097714.86
2018-02-19 9:02,937.82,939.01,956,911,912.41,48264429.44
2018-02-20 9:02,925.47,884.76,958,875,939.01,100249666.5
2018-02-21 9:02,859.54,840.34,908.15,817.01,884.76,110099877.7
2018-02-22 9:02,821.22,806,870,790.01,840.34,83281536.33
2018-02-23 9:02,839.9,854.01,883,786.4,806,83650514.41
2018-02-24 9:02,839.32,833.2,874.66,808.37,854.01,53690578.01
2018-02-25 9:02,835.46,841.96,849.26,816.89,833.2,31990949.42
2018-02-26 9:02,860.51,867.09,877.5,835,841.96,54427597.14
2018-02-27 9:02,876.29,870.98,894,860.97,867.09,53084539.39
2018-02-28 9:02,870.33,849.99,887.5,848.21,870.98,50595433.19
2018-03-01 9:03,864.55,868.74,878,845.54,849.99,42275824.21
2018-03-02 9:03,860.47,854.31,873.12,846.97,868.74,37668051.86
2018-03-03 9:03,860.15,854.34,866.72,851.04,854.31,28546722.25
2018-03-04 9:03,852.62,861.74,865,836.37,854.34,27288599.25
2018-03-05 9:03,858.65,848.83,866,848.83,861.74,33279801.24
2018-03-06 9:03,826.68,815.43,849.97,801.01,848.83,47392056.25
2018-03-07 9:03,761.81,751.38,825,724,815.43,96964275.13
2018-03-08 9:03,725.87,698.83,774,686,751.38,75069227.76
2018-03-09 9:03,683.75,728.46,734,641.6,698.83,110795291.5
2018-03-10 9:03,720.38,683.6,749,680.2,728.46,47570441.83
2018-03-11 9:03,701.11,719.79,735,666,683.6,46895001.95
2018-03-12 9:03,707.33,696.51,739,678,719.79,50752087.42
2018-03-13 9:03,692.13,690.39,713.45,679.78,696.51,42528427.11
2018-03-14 9:03,635.31,614.63,702.5,585.52,690.39,90311315.9
2018-03-15 9:03,597.76,610.99,621.47,571.16,614.63,85999396.91
2018-03-16 9:03,609.97,600.52,626.13,585,610.99,53600255.89
2018-03-17 9:03,572.12,549.79,609.94,541.11,600.52,55823645.71
2018-03-18 9:03,499.95,538,574,450,549.79,204673475.1
2018-03-19 9:03,540.85,555.55,560.9,516.4,538,96077916.73
2018-03-20 9:03,545.96,558,567.04,516.53,555.55,81288804.8
2018-03-21 9:03,568.82,559.98,589.75,545.2,558,65506531.66
2018-03-22 9:03,542.53,539.89,578.73,517.6,559.98,50071268.3
2018-03-23 9:03,521.74,543.04,543.04,507.84,539.89,43980747.44
2018-03-24 9:03,535.35,519.57,545.94,517.7,543.04,27673943.67
2018-03-25 9:03,521.86,522.55,536,510.36,519.57,25498788.29
2018-03-26 9:03,488.12,486.75,525,466.1,522.55,70502721.21
