DateTime,Number of sales,Average USD,Sales USD,Active market wallets,Unique buyers
2017-10-16,2.0,89.63,179.26,3.0,2.0
2017-10-17,0.0,0.0,0.0,0.0,0.0
2017-10-18,0.0,0.0,0.0,0.0,0.0
2017-10-19,1.0,27.76,27.76,2.0,1.0
2017-10-20,1.0,96.75,96.75,2.0,1.0
2017-10-21,1.0,78.18,78.18,2.0,1.0
2017-10-22,0.0,0.0,0.0,0.0,0.0
2017-10-23,0.0,0.0,0.0,0.0,0.0
2017-10-24,0.0,0.0,0.0,0.0,0.0
2017-10-25,1.0,44.77,44.77,2.0,1.0
2017-10-26,7.0,38.42,268.92,5.0,4.0
2017-10-27,6.0,29.79,178.76,3.0,2.0
2017-10-28,6.0,29.65,177.88,3.0,2.0
2017-10-29,1.0,21.26,21.26,2.0,1.0
2017-10-30,3.0,72.48,217.44,6.0,3.0
2017-10-31,6.0,36.93,221.59,5.0,3.0
2017-11-01,4.0,27.77,111.09,3.0,1.0
2017-11-02,3.0,37.32,111.96,4.0,2.0
2017-11-03,0.0,0.0,0.0,0.0,0.0
2017-11-04,3.0,29.0,86.99,4.0,2.0
2017-11-05,0.0,0.0,0.0,0.0,0.0
2017-11-06,0.0,0.0,0.0,0.0,0.0
2017-11-07,1.0,265.71,265.71,2.0,1.0
2017-11-08,0.0,0.0,0.0,0.0,0.0
2017-11-09,2.0,74.14,148.27,2.0,1.0
2017-11-10,0.0,0.0,0.0,0.0,0.0
2017-11-11,0.0,0.0,0.0,0.0,0.0
2017-11-12,1.0,91.11,91.11,2.0,1.0
2017-11-13,2.0,31.53,63.07,4.0,2.0
2017-11-14,1.0,67.79,67.79,2.0,1.0
2017-11-15,2.0,68.53,137.06,4.0,2.0
2017-11-16,0.0,0.0,0.0,0.0,0.0
2017-11-17,0.0,0.0,0.0,0.0,0.0
2017-11-18,0.0,0.0,0.0,0.0,0.0
2017-11-19,1.0,35.34,35.34,2.0,1.0
2017-11-20,4.0,36.58,146.31,4.0,3.0
2017-11-21,0.0,0.0,0.0,0.0,0.0
2017-11-22,9.0,37.52,337.67,3.0,1.0
2017-11-23,1.0,66.01,66.01,2.0,1.0
2017-11-24,1.0,42.75,42.75,2.0,1.0
2017-11-25,2.0,140.23,280.47,4.0,2.0
2017-11-26,9.0,67.28,605.48,8.0,5.0
2017-11-27,3.0,80.73,242.18,4.0,2.0
2017-11-28,4.0,81.8,327.19,6.0,3.0
2017-11-29,3.0,54.26,162.77,5.0,3.0
2017-11-30,1.0,45.42,45.42,2.0,1.0
2017-12-01,1.0,42.29,42.29,2.0,1.0
2017-12-02,1.0,56.38,56.38,2.0,1.0
2017-12-03,21.0,54.9,1152.85,12.0,7.0
2017-12-04,17.0,51.39,873.67,9.0,4.0
2017-12-05,12.0,58.38,700.52,10.0,5.0
2017-12-06,7.0,57.64,403.5,7.0,3.0
2017-12-07,3.0,67.77,203.32,6.0,3.0
2017-12-08,5.0,149.72,748.61,8.0,5.0
2017-12-09,0.0,0.0,0.0,0.0,0.0
2017-12-10,6.0,67.01,402.07,7.0,4.0
2017-12-11,5.0,68.21,341.03,7.0,3.0
