"DateTime","Number of sales","Number of sales"
"2020-05-30 00:00:00",46,46
"2020-05-31 00:00:00",26,26
"2020-06-01 00:00:00",52,52
"2020-06-02 00:00:00",27,27
"2020-06-03 00:00:00",32,32
"2020-06-04 00:00:00",30,30
"2020-06-05 00:00:00",43,43
"2020-06-06 00:00:00",40,40
"2020-06-07 00:00:00",47,47
"2020-06-08 00:00:00",36,36
"2020-06-09 00:00:00",36,36
"2020-06-10 00:00:00",37,37
"2020-06-11 00:00:00",34,34
"2020-06-12 00:00:00",34,34
"2020-06-13 00:00:00",51,51
"2020-06-14 00:00:00",51,51
"2020-06-15 00:00:00",23,23
"2020-06-16 00:00:00",35,35
"2020-06-17 00:00:00",40,40
"2020-06-18 00:00:00",32,32
"2020-06-19 00:00:00",33,33
"2020-06-20 00:00:00",33,33
"2020-06-21 00:00:00",48,48
"2020-06-22 00:00:00",43,43
"2020-06-23 00:00:00",46,46
"2020-06-24 00:00:00",26,26
"2020-06-25 00:00:00",26,26
"2020-06-26 00:00:00",30,30
"2020-06-27 00:00:00",32,32
"2020-06-28 00:00:00",48,48
"2020-06-29 00:00:00",38,38
"2020-06-30 00:00:00",14,14
"2020-07-01 00:00:00",17,17
"2020-07-02 00:00:00",30,30
"2020-07-03 00:00:00",19,19
"2020-07-04 00:00:00",24,24
"2020-07-05 00:00:00",30,30
"2020-07-06 00:00:00",93,93
"2020-07-07 00:00:00",215,215
"2020-07-08 00:00:00",517,517
"2020-07-09 00:00:00",350,350
"2020-07-10 00:00:00",340,340
"2020-07-11 00:00:00",244,244
"2020-07-12 00:00:00",194,194
"2020-07-13 00:00:00",134,134
"2020-07-14 00:00:00",177,177
"2020-07-15 00:00:00",135,135
"2020-07-16 00:00:00",98,98
"2020-07-17 00:00:00",61,61
"2020-07-18 00:00:00",124,124
"2020-07-19 00:00:00",106,106
"2020-07-20 00:00:00",67,67
"2020-07-21 00:00:00",86,86
"2020-07-22 00:00:00",96,96
"2020-07-23 00:00:00",51,51
"2020-07-24 00:00:00",70,70
"2020-07-25 00:00:00",49,49
"2020-07-26 00:00:00",70,70
"2020-07-27 00:00:00",57,57
"2020-07-28 00:00:00",55,55
"2020-07-29 00:00:00",37,37
"2020-07-30 00:00:00",57,57
"2020-07-31 00:00:00",45,45
"2020-08-01 00:00:00",54,54
"2020-08-02 00:00:00",69,69
"2020-08-03 00:00:00",58,58
"2020-08-04 00:00:00",78,78
"2020-08-05 00:00:00",115,115
"2020-08-06 00:00:00",222,222
"2020-08-07 00:00:00",242,242
"2020-08-08 00:00:00",254,254
"2020-08-09 00:00:00",143,143
"2020-08-10 00:00:00",78,78
"2020-08-11 00:00:00",97,97
"2020-08-12 00:00:00",46,46
"2020-08-13 00:00:00",69,69
"2020-08-14 00:00:00",72,72
"2020-08-15 00:00:00",147,147
"2020-08-16 00:00:00",112,112
"2020-08-17 00:00:00",114,114
"2020-08-18 00:00:00",110,110
"2020-08-19 00:00:00",78,78
"2020-08-20 00:00:00",102,102
"2020-08-21 00:00:00",65,65
"2020-08-22 00:00:00",140,140
"2020-08-23 00:00:00",177,177
"2020-08-24 00:00:00",99,99
"2020-08-25 00:00:00",140,140
"2020-08-26 00:00:00",87,87
"2020-08-27 00:00:00",174,174
"2020-08-28 00:00:00",256,256
"2020-08-29 00:00:00",171,171
"2020-08-30 00:00:00",91,91
"2020-08-31 00:00:00",47,47
"2020-09-01 00:00:00",20,20
"2020-09-02 00:00:00",20,20
"2020-09-03 00:00:00",57,57
"2020-09-04 00:00:00",199,199
"2020-09-05 00:00:00",115,115
"2020-09-06 00:00:00",217,217
"2020-09-07 00:00:00",169,169
"2020-09-08 00:00:00",207,207
"2020-09-09 00:00:00",143,143
"2020-09-10 00:00:00",72,72
"2020-09-11 00:00:00",99,99
"2020-09-12 00:00:00",164,164
"2020-09-13 00:00:00",161,161
"2020-09-14 00:00:00",68,68
"2020-09-15 00:00:00",114,114
"2020-09-16 00:00:00",207,207
"2020-09-17 00:00:00",29,29
"2020-09-18 00:00:00",142,142
"2020-09-19 00:00:00",395,395
"2020-09-20 00:00:00",651,651
"2020-09-21 00:00:00",399,399
"2020-09-22 00:00:00",326,326
"2020-09-23 00:00:00",526,526
"2020-09-24 00:00:00",431,431
"2020-09-25 00:00:00",703,703
"2020-09-26 00:00:00",713,713
"2020-09-27 00:00:00",728,728
"2020-09-28 00:00:00",637,637
"2020-09-29 00:00:00",540,540
"2020-09-30 00:00:00",562,562
"2020-10-01 00:00:00",492,492
"2020-10-02 00:00:00",479,479
"2020-10-03 00:00:00",548,548
"2020-10-04 00:00:00",464,464
"2020-10-05 00:00:00",404,404
"2020-10-06 00:00:00",430,430
"2020-10-07 00:00:00",564,564
"2020-10-08 00:00:00",405,405
"2020-10-09 00:00:00",488,488
"2020-10-10 00:00:00",467,467
"2020-10-11 00:00:00",523,523
"2020-10-12 00:00:00",453,453
"2020-10-13 00:00:00",468,468
"2020-10-14 00:00:00",408,408
"2020-10-15 00:00:00",533,533
"2020-10-16 00:00:00",434,434
"2020-10-17 00:00:00",571,571
"2020-10-18 00:00:00",542,542
"2020-10-19 00:00:00",469,469
"2020-10-20 00:00:00",402,402
"2020-10-21 00:00:00",464,464
"2020-10-22 00:00:00",399,399
"2020-10-23 00:00:00",431,431
"2020-10-24 00:00:00",487,487
"2020-10-25 00:00:00",558,558
"2020-10-26 00:00:00",767,767
"2020-10-27 00:00:00",992,992
"2020-10-28 00:00:00",739,739
"2020-10-29 00:00:00",858,858
"2020-10-30 00:00:00",881,881
"2020-10-31 00:00:00",1001,1001
"2020-11-01 00:00:00",781,781
"2020-11-02 00:00:00",709,709
"2020-11-03 00:00:00",748,748
"2020-11-04 00:00:00",824,824
"2020-11-05 00:00:00",742,742
"2020-11-06 00:00:00",644,644
"2020-11-07 00:00:00",667,667
"2020-11-08 00:00:00",1035,1035
"2020-11-09 00:00:00",897,897
"2020-11-10 00:00:00",1389,1389
"2020-11-11 00:00:00",1306,1306
"2020-11-12 00:00:00",1430,1430
"2020-11-13 00:00:00",1405,1405
"2020-11-14 00:00:00",1705,1705
"2020-11-15 00:00:00",1815,1815
"2020-11-16 00:00:00",1379,1379
"2020-11-17 00:00:00",1043,1043
"2020-11-18 00:00:00",1104,1104
"2020-11-19 00:00:00",1532,1532
"2020-11-20 00:00:00",1020,1020
"2020-11-21 00:00:00",948,948
"2020-11-22 00:00:00",1006,1006
"2020-11-23 00:00:00",679,679
"2020-11-24 00:00:00",659,659
"2020-11-25 00:00:00",832,832
"2020-11-26 00:00:00",769,769
"2020-11-27 00:00:00",1179,1179
"2020-11-28 00:00:00",1265,1265
"2020-11-29 00:00:00",1169,1169
"2020-11-30 00:00:00",610,610
"2020-12-01 00:00:00",636,636
"2020-12-02 00:00:00",1118,1118
"2020-12-03 00:00:00",820,820
"2020-12-04 00:00:00",837,837
"2020-12-05 00:00:00",1034,1034
"2020-12-06 00:00:00",1147,1147
"2020-12-07 00:00:00",993,993
"2020-12-08 00:00:00",1057,1057
"2020-12-09 00:00:00",988,988
"2020-12-10 00:00:00",1109,1109
"2020-12-11 00:00:00",959,959
"2020-12-12 00:00:00",1311,1311
"2020-12-13 00:00:00",1242,1242
"2020-12-14 00:00:00",925,925
"2020-12-15 00:00:00",689,689
"2020-12-16 00:00:00",697,697
"2020-12-17 00:00:00",270,270
"2020-12-18 00:00:00",749,749
"2020-12-19 00:00:00",865,865
"2020-12-20 00:00:00",1023,1023
"2020-12-21 00:00:00",686,686
"2020-12-22 00:00:00",865,865
"2020-12-23 00:00:00",519,519
"2020-12-24 00:00:00",669,669
"2020-12-25 00:00:00",473,473
"2020-12-26 00:00:00",579,579
"2020-12-27 00:00:00",492,492
"2020-12-28 00:00:00",353,353
"2020-12-29 00:00:00",466,466
"2020-12-30 00:00:00",276,276
"2020-12-31 00:00:00",336,336
"2021-01-01 00:00:00",490,490
"2021-01-02 00:00:00",492,492
"2021-01-03 00:00:00",253,253
"2021-01-04 00:00:00",128,128
"2021-01-05 00:00:00",210,210
"2021-01-06 00:00:00",211,211
"2021-01-07 00:00:00",107,107
"2021-01-08 00:00:00",189,189
"2021-01-09 00:00:00",289,289
"2021-01-10 00:00:00",284,284
"2021-01-11 00:00:00",100,100
"2021-01-12 00:00:00",273,273
"2021-01-13 00:00:00",522,522
"2021-01-14 00:00:00",377,377
"2021-01-15 00:00:00",294,294
"2021-01-16 00:00:00",256,256
"2021-01-17 00:00:00",452,452
"2021-01-18 00:00:00",269,269
"2021-01-19 00:00:00",104,104
"2021-01-20 00:00:00",172,172
"2021-01-21 00:00:00",159,159
"2021-01-22 00:00:00",127,127
"2021-01-23 00:00:00",253,253
"2021-01-24 00:00:00",226,226
"2021-01-25 00:00:00",210,210
"2021-01-26 00:00:00",229,229
"2021-01-27 00:00:00",205,205
"2021-01-28 00:00:00",133,133
"2021-01-29 00:00:00",88,88
"2021-01-30 00:00:00",165,165
"2021-01-31 00:00:00",143,143
"2021-02-01 00:00:00",93,93
"2021-02-02 00:00:00",108,108
"2021-02-03 00:00:00",98,98
"2021-02-04 00:00:00",55,55
"2021-02-05 00:00:00",46,46
"2021-02-06 00:00:00",108,108
"2021-02-07 00:00:00",172,172
"2021-02-08 00:00:00",125,125
"2021-02-09 00:00:00",112,112
"2021-02-10 00:00:00",188,188
"2021-02-11 00:00:00",236,236
"2021-02-12 00:00:00",167,167
"2021-02-13 00:00:00",173,173
"2021-02-14 00:00:00",352,352
"2021-02-15 00:00:00",285,285
"2021-02-16 00:00:00",310,310
"2021-02-17 00:00:00",328,328
"2021-02-18 00:00:00",404,404
"2021-02-19 00:00:00",199,199
"2021-02-20 00:00:00",385,385
"2021-02-21 00:00:00",814,814
"2021-02-22 00:00:00",386,386
"2021-02-23 00:00:00",253,253
"2021-02-24 00:00:00",473,473
"2021-02-25 00:00:00",537,537
"2021-02-26 00:00:00",544,544
"2021-02-27 00:00:00",687,687
"2021-02-28 00:00:00",563,563
"2021-03-01 00:00:00",459,459
"2021-03-02 00:00:00",613,613
"2021-03-03 00:00:00",528,528
"2021-03-04 00:00:00",706,706
"2021-03-05 00:00:00",659,659
"2021-03-06 00:00:00",1000,1000
"2021-03-07 00:00:00",609,609
"2021-03-08 00:00:00",659,659
"2021-03-09 00:00:00",871,871
"2021-03-10 00:00:00",839,839
"2021-03-11 00:00:00",878,878
"2021-03-12 00:00:00",670,670
"2021-03-13 00:00:00",815,815
"2021-03-14 00:00:00",841,841
"2021-03-15 00:00:00",791,791
"2021-03-16 00:00:00",918,918
"2021-03-17 00:00:00",1061,1061
"2021-03-18 00:00:00",1116,1116
"2021-03-19 00:00:00",1560,1560
"2021-03-20 00:00:00",1287,1287
"2021-03-21 00:00:00",1186,1186
"2021-03-22 00:00:00",814,814
"2021-03-23 00:00:00",998,998
"2021-03-24 00:00:00",867,867
"2021-03-25 00:00:00",870,870
"2021-03-26 00:00:00",960,960
"2021-03-27 00:00:00",938,938
"2021-03-28 00:00:00",871,871
"2021-03-29 00:00:00",755,755
"2021-03-30 00:00:00",630,630
"2021-03-31 00:00:00",553,553
"2021-04-01 00:00:00",425,425
"2021-04-02 00:00:00",489,489
"2021-04-03 00:00:00",738,738
"2021-04-04 00:00:00",898,898
"2021-04-05 00:00:00",527,527
"2021-04-06 00:00:00",657,657
"2021-04-07 00:00:00",565,565
"2021-04-08 00:00:00",723,723
"2021-04-09 00:00:00",780,780
"2021-04-10 00:00:00",1177,1177
"2021-04-11 00:00:00",1464,1464
"2021-04-12 00:00:00",831,831
"2021-04-13 00:00:00",876,876
"2021-04-14 00:00:00",388,388
"2021-04-15 00:00:00",762,762
"2021-04-16 00:00:00",375,375
"2021-04-17 00:00:00",527,527
"2021-04-18 00:00:00",506,506
"2021-04-19 00:00:00",290,290
"2021-04-20 00:00:00",209,209
"2021-04-21 00:00:00",409,409
"2021-04-22 00:00:00",651,651
"2021-04-23 00:00:00",628,628
"2021-04-24 00:00:00",1135,1135
"2021-04-25 00:00:00",1129,1129
"2021-04-26 00:00:00",598,598
"2021-04-27 00:00:00",793,793
"2021-04-28 00:00:00",862,862
"2021-04-29 00:00:00",1214,1214
"2021-04-30 00:00:00",1908,1908
"2021-05-01 00:00:00",1838,1838
"2021-05-02 00:00:00",1946,1946
"2021-05-03 00:00:00",1536,1536
"2021-05-04 00:00:00",2059,2059
"2021-05-05 00:00:00",2432,2432
"2021-05-06 00:00:00",2103,2103
"2021-05-07 00:00:00",2076,2076
"2021-05-08 00:00:00",1645,1645
"2021-05-09 00:00:00",1640,1640
"2021-05-10 00:00:00",1163,1163
"2021-05-11 00:00:00",1411,1411
"2021-05-12 00:00:00",1907,1907
"2021-05-13 00:00:00",2760,2760
"2021-05-14 00:00:00",2896,2896
"2021-05-15 00:00:00",3705,3705
"2021-05-16 00:00:00",4595,4595
"2021-05-17 00:00:00",4555,4555
"2021-05-18 00:00:00",4447,4447
"2021-05-19 00:00:00",3926,3926
"2021-05-20 00:00:00",4433,4433
"2021-05-21 00:00:00",4335,4335
"2021-05-22 00:00:00",5580,5580
"2021-05-23 00:00:00",4632,4632
"2021-05-24 00:00:00",4401,4401
"2021-05-25 00:00:00",5233,5233
"2021-05-26 00:00:00",4732,4732
"2021-05-27 00:00:00",5373,5373
"2021-05-28 00:00:00",6991,6991
"2021-05-29 00:00:00",8487,8487
"2021-05-30 00:00:00",8439,8439
"2021-05-31 00:00:00",8605,8605
"2021-06-01 00:00:00",9112,9112
"2021-06-02 00:00:00",8907,8907
"2021-06-03 00:00:00",8356,8356
"2021-06-04 00:00:00",9589,9589
"2021-06-05 00:00:00",9844,9844
"2021-06-06 00:00:00",9627,9627
"2021-06-07 00:00:00",9430,9430
"2021-06-08 00:00:00",10485,10485
"2021-06-09 00:00:00",10245,10245
"2021-06-10 00:00:00",11053,11053
"2021-06-11 00:00:00",11164,11164
"2021-06-12 00:00:00",11325,11325
"2021-06-13 00:00:00",11022,11022
"2021-06-14 00:00:00",10782,10782
"2021-06-15 00:00:00",11899,11899
"2021-06-16 00:00:00",13544,13544
"2021-06-17 00:00:00",13932,13932
"2021-06-18 00:00:00",15218,15218
"2021-06-19 00:00:00",16177,16177
"2021-06-20 00:00:00",16456,16456
"2021-06-21 00:00:00",17602,17602
"2021-06-22 00:00:00",17276,17276
"2021-06-23 00:00:00",15143,15143
"2021-06-24 00:00:00",18004,18004
"2021-06-25 00:00:00",18826,18826
"2021-06-26 00:00:00",22315,22315
"2021-06-27 00:00:00",21530,21530
"2021-06-28 00:00:00",22380,22380
"2021-06-29 00:00:00",24856,24856
"2021-06-30 00:00:00",22411,22411
"2021-07-01 00:00:00",26754,26754
"2021-07-02 00:00:00",23134,23134
"2021-07-03 00:00:00",27473,27473
"2021-07-04 00:00:00",27818,27818
"2021-07-05 00:00:00",23915,23915
"2021-07-06 00:00:00",43453,43453
"2021-07-07 00:00:00",40011,40011
"2021-07-08 00:00:00",43162,43162
"2021-07-09 00:00:00",36546,36546
"2021-07-10 00:00:00",35550,35550
"2021-07-11 00:00:00",32579,32579
"2021-07-12 00:00:00",20776,20776
"2021-07-13 00:00:00",20509,20509
"2021-07-14 00:00:00",58298,58298
"2021-07-15 00:00:00",119515,119515
"2021-07-16 00:00:00",118982,118982
"2021-07-17 00:00:00",103634,103634
"2021-07-18 00:00:00",75842,75842
"2021-07-19 00:00:00",95812,95812
"2021-07-20 00:00:00",93069,93069
"2021-07-21 00:00:00",80994,80994
"2021-07-22 00:00:00",86457,86457
"2021-07-23 00:00:00",112982,112982
"2021-07-24 00:00:00",94032,94032
"2021-07-25 00:00:00",110983,110983
"2021-07-26 00:00:00",86734,86734
"2021-07-27 00:00:00",74492,74492
"2021-07-28 00:00:00",104443,104443
"2021-07-29 00:00:00",122286,122286
"2021-07-30 00:00:00",123536,123536
"2021-07-31 00:00:00",120932,120932
"2021-08-01 00:00:00",113167,113167
"2021-08-02 00:00:00",116288,116288
"2021-08-03 00:00:00",138154,138154
"2021-08-04 00:00:00",124469,124469
"2021-08-05 00:00:00",143768,143768
"2021-08-06 00:00:00",154800,154800
"2021-08-07 00:00:00",131120,131120
"2021-08-08 00:00:00",139543,139543
"2021-08-09 00:00:00",136037,136037
"2021-08-10 00:00:00",110302,110302
"2021-08-11 00:00:00",131612,131612
"2021-08-12 00:00:00",147101,147101
"2021-08-13 00:00:00",122526,122526
"2021-08-14 00:00:00",130454,130454
"2021-08-15 00:00:00",130630,130630
"2021-08-16 00:00:00",137418,137418
"2021-08-17 00:00:00",140744,140744
"2021-08-18 00:00:00",137617,137617
"2021-08-19 00:00:00",136265,136265
"2021-08-20 00:00:00",131846,131846
"2021-08-21 00:00:00",119515,119515
"2021-08-22 00:00:00",111451,111451
"2021-08-23 00:00:00",102724,102724
"2021-08-24 00:00:00",114615,114615
"2021-08-25 00:00:00",109734,109734
"2021-08-26 00:00:00",135209,135209
"2021-08-27 00:00:00",132271,132271
"2021-08-28 00:00:00",119151,119151
"2021-08-29 00:00:00",112769,112769
"2021-08-30 00:00:00",108982,108982
"2021-08-31 00:00:00",109069,109069
"2021-09-01 00:00:00",109659,109659
"2021-09-02 00:00:00",110734,110734
"2021-09-03 00:00:00",101886,101886
"2021-09-04 00:00:00",110983,110983
"2021-09-05 00:00:00",114487,114487
"2021-09-06 00:00:00",125138,125138
"2021-09-07 00:00:00",126925,126925
"2021-09-08 00:00:00",122871,122871
"2021-09-09 00:00:00",120739,120739
"2021-09-10 00:00:00",121711,121711
"2021-09-11 00:00:00",123833,123833
"2021-09-12 00:00:00",111617,111617
"2021-09-13 00:00:00",109539,109539
"2021-09-14 00:00:00",107151,107151
"2021-09-15 00:00:00",113381,113381
"2021-09-16 00:00:00",114133,114133
"2021-09-17 00:00:00",105555,105555
"2021-09-18 00:00:00",112807,112807
"2021-09-19 00:00:00",100689,100689
"2021-09-20 00:00:00",105050,105050
"2021-09-21 00:00:00",107286,107286
"2021-09-22 00:00:00",107129,107129
"2021-09-23 00:00:00",122385,122385
"2021-09-24 00:00:00",173797,173797
"2021-09-25 00:00:00",135942,135942
"2021-09-26 00:00:00",118311,118311
"2021-09-27 00:00:00",113784,113784
"2021-09-28 00:00:00",114876,114876
"2021-09-29 00:00:00",133309,133309
"2021-09-30 00:00:00",86389,86389
"2021-10-01 00:00:00",138794,138794
"2021-10-02 00:00:00",118466,118466
"2021-10-03 00:00:00",105777,105777
"2021-10-04 00:00:00",115205,115205
"2021-10-05 00:00:00",116738,116738
"2021-10-06 00:00:00",114860,114860
"2021-10-07 00:00:00",131543,131543
"2021-10-08 00:00:00",126373,126373
"2021-10-09 00:00:00",118263,118263
"2021-10-10 00:00:00",115262,115262
"2021-10-11 00:00:00",126937,126937
"2021-10-12 00:00:00",128674,128674
"2021-10-13 00:00:00",122750,122750
"2021-10-14 00:00:00",87849,87849
"2021-10-15 00:00:00",92835,92835
"2021-10-16 00:00:00",109792,109792
"2021-10-17 00:00:00",118913,118913
"2021-10-18 00:00:00",126922,126922
"2021-10-19 00:00:00",118484,118484
"2021-10-20 00:00:00",114959,114959
"2021-10-21 00:00:00",106709,106709
"2021-10-22 00:00:00",115740,115740
"2021-10-23 00:00:00",113353,113353
"2021-10-24 00:00:00",106912,106912
"2021-10-25 00:00:00",108037,108037
"2021-10-26 00:00:00",108782,108782
"2021-10-27 00:00:00",106045,106045
"2021-10-28 00:00:00",106946,106946
"2021-10-29 00:00:00",102099,102099
"2021-10-30 00:00:00",100412,100412
"2021-10-31 00:00:00",103488,103488
"2021-11-01 00:00:00",100176,100176
"2021-11-02 00:00:00",124010,124010
"2021-11-03 00:00:00",128215,128215
"2021-11-04 00:00:00",141554,141554
"2021-11-05 00:00:00",180232,180232
"2021-11-06 00:00:00",155778,155778
"2021-11-07 00:00:00",141474,141474
"2021-11-08 00:00:00",145119,145119
"2021-11-09 00:00:00",145188,145188
"2021-11-10 00:00:00",155263,155263
"2021-11-11 00:00:00",155340,155340
"2021-11-12 00:00:00",142927,142927
"2021-11-13 00:00:00",138749,138749
"2021-11-14 00:00:00",127854,127854
"2021-11-15 00:00:00",82557,82557
"2021-11-16 00:00:00",84002,84002
"2021-11-17 00:00:00",102704,102704
"2021-11-18 00:00:00",156269,156269
"2021-11-19 00:00:00",154041,154041
"2021-11-20 00:00:00",146037,146037
"2021-11-21 00:00:00",127339,127339
"2021-11-22 00:00:00",136730,136730
"2021-11-23 00:00:00",131070,131070
"2021-11-24 00:00:00",141374,141374
"2021-11-25 00:00:00",129404,129404
"2021-11-26 00:00:00",123846,123846
"2021-11-27 00:00:00",116761,116761
"2021-11-28 00:00:00",118562,118562
"2021-11-29 00:00:00",127191,127191
"2021-11-30 00:00:00",120604,120604
"2021-12-01 00:00:00",115766,115766
"2021-12-02 00:00:00",113015,113015
"2021-12-03 00:00:00",106355,106355
"2021-12-04 00:00:00",122904,122904
"2021-12-05 00:00:00",103736,103736
"2021-12-06 00:00:00",107798,107798
"2021-12-07 00:00:00",103697,103697
"2021-12-08 00:00:00",155116,155116
"2021-12-09 00:00:00",92697,92697
"2021-12-10 00:00:00",87530,87530
"2021-12-11 00:00:00",77174,77174
"2021-12-12 00:00:00",75304,75304
"2021-12-13 00:00:00",76720,76720
"2021-12-14 00:00:00",84421,84421
"2021-12-15 00:00:00",83043,83043
"2021-12-16 00:00:00",74768,74768
"2021-12-17 00:00:00",73253,73253
"2021-12-18 00:00:00",64523,64523
"2021-12-19 00:00:00",62199,62199
"2021-12-20 00:00:00",67906,67906
"2021-12-21 00:00:00",65549,65549
"2021-12-22 00:00:00",69608,69608
"2021-12-23 00:00:00",64715,64715
"2021-12-24 00:00:00",57318,57318
"2021-12-25 00:00:00",47666,47666
"2021-12-26 00:00:00",57736,57736
"2021-12-27 00:00:00",66161,66161
"2021-12-28 00:00:00",67419,67419
"2021-12-29 00:00:00",63156,63156
"2021-12-30 00:00:00",59944,59944
"2021-12-31 00:00:00",50418,50418
"2022-01-01 00:00:00",46866,46866
"2022-01-02 00:00:00",57208,57208
"2022-01-03 00:00:00",60911,60911
"2022-01-04 00:00:00",61908,61908
"2022-01-05 00:00:00",60437,60437
"2022-01-06 00:00:00",55231,55231
"2022-01-07 00:00:00",53817,53817
"2022-01-08 00:00:00",52034,52034
"2022-01-09 00:00:00",49320,49320
"2022-01-10 00:00:00",53772,53772
"2022-01-11 00:00:00",52655,52655
"2022-01-12 00:00:00",53899,53899
"2022-01-13 00:00:00",52167,52167
"2022-01-14 00:00:00",49771,49771
"2022-01-15 00:00:00",52040,52040
"2022-01-16 00:00:00",67621,67621
"2022-01-17 00:00:00",62624,62624
"2022-01-18 00:00:00",42037,42037
"2022-01-19 00:00:00",59018,59018
"2022-01-20 00:00:00",90166,90166
"2022-01-21 00:00:00",61926,61926
"2022-01-22 00:00:00",50711,50711
"2022-01-23 00:00:00",48677,48677
"2022-01-24 00:00:00",47733,47733
"2022-01-25 00:00:00",49829,49829
"2022-01-26 00:00:00",49484,49484
"2022-01-27 00:00:00",44198,44198
"2022-01-28 00:00:00",44575,44575
"2022-01-29 00:00:00",42401,42401
"2022-01-30 00:00:00",42938,42938
"2022-01-31 00:00:00",42961,42961
"2022-02-01 00:00:00",40452,40452
"2022-02-02 00:00:00",42465,42465
"2022-02-03 00:00:00",48734,48734
"2022-02-04 00:00:00",62466,62466
"2022-02-05 00:00:00",49655,49655
"2022-02-06 00:00:00",47982,47982
"2022-02-07 00:00:00",57336,57336
"2022-02-08 00:00:00",73281,73281
"2022-02-09 00:00:00",79469,79469
"2022-02-10 00:00:00",84551,84551
"2022-02-11 00:00:00",71064,71064
"2022-02-12 00:00:00",51772,51772
"2022-02-13 00:00:00",49297,49297
"2022-02-14 00:00:00",46235,46235
"2022-02-15 00:00:00",49588,49588
"2022-02-16 00:00:00",40344,40344
"2022-02-17 00:00:00",43999,43999
"2022-02-18 00:00:00",42594,42594
"2022-02-19 00:00:00",44259,44259
"2022-02-20 00:00:00",39947,39947
"2022-02-21 00:00:00",40381,40381
"2022-02-22 00:00:00",37966,37966
"2022-02-23 00:00:00",39961,39961
"2022-02-24 00:00:00",36174,36174
"2022-02-25 00:00:00",34544,34544
"2022-02-26 00:00:00",32493,32493
"2022-02-27 00:00:00",31930,31930
"2022-02-28 00:00:00",33340,33340
"2022-03-01 00:00:00",33543,33543
"2022-03-02 00:00:00",32758,32758
"2022-03-03 00:00:00",32959,32959
"2022-03-04 00:00:00",30482,30482
"2022-03-05 00:00:00",30090,30090
"2022-03-06 00:00:00",29643,29643
"2022-03-07 00:00:00",31516,31516
"2022-03-08 00:00:00",22158,22158
"2022-03-09 00:00:00",29866,29866
"2022-03-10 00:00:00",28658,28658
"2022-03-11 00:00:00",25948,25948
"2022-03-12 00:00:00",25232,25232
"2022-03-13 00:00:00",24481,24481
"2022-03-14 00:00:00",26112,26112
"2022-03-15 00:00:00",26473,26473
"2022-03-16 00:00:00",26140,26140
"2022-03-17 00:00:00",24137,24137
"2022-03-18 00:00:00",19832,19832
"2022-03-19 00:00:00",19192,19192
"2022-03-20 00:00:00",18572,18572
"2022-03-21 00:00:00",20770,20770
"2022-03-22 00:00:00",21516,21516
"2022-03-23 00:00:00",26026,26026
"2022-03-24 00:00:00",26764,26764
"2022-03-25 00:00:00",21835,21835
"2022-03-26 00:00:00",13151,13151
"2022-03-27 00:00:00",20441,20441
"2022-03-28 00:00:00",22685,22685
"2022-03-29 00:00:00",19874,19874
"2022-03-30 00:00:00",8703,8703
"2022-03-31 00:00:00",7602,7602
"2022-04-01 00:00:00",7288,7288
"2022-04-02 00:00:00",8527,8527
"2022-04-03 00:00:00",7729,7729
"2022-04-04 00:00:00",9773,9773
"2022-04-05 00:00:00",10327,10327
"2022-04-06 00:00:00",32319,32319
"2022-04-07 00:00:00",29767,29767
"2022-04-08 00:00:00",27329,27329
"2022-04-09 00:00:00",20874,20874
"2022-04-10 00:00:00",18541,18541
"2022-04-11 00:00:00",18053,18053
"2022-04-12 00:00:00",16572,16572
"2022-04-13 00:00:00",16744,16744
"2022-04-14 00:00:00",16208,16208
"2022-04-15 00:00:00",17815,17815
"2022-04-16 00:00:00",17306,17306
"2022-04-17 00:00:00",16963,16963
"2022-04-18 00:00:00",22374,22374
"2022-04-19 00:00:00",17408,17408
"2022-04-19 23:59:59",15737,15737
"2022-04-20 23:59:59",18615,18615
"2022-04-21 23:59:59",19712,19712
"2022-04-22 23:59:59",18418,18418
"2022-04-23 23:59:59",17262,17262
"2022-04-24 23:59:59",21156,21156
"2022-04-25 23:59:59",19832,19832
"2022-04-26 23:59:59",19185,19185
"2022-04-27 23:59:59",3430,3430
"2022-04-28 23:59:59",10788,10788
"2022-04-29 23:59:59",16716,16716
"2022-05-01 00:00:00",16568,16568
"2022-05-02 00:00:00",17582,17582
"2022-05-03 00:00:00",18272,18272
"2022-05-04 00:00:00",14675,14675
"2022-05-05 00:00:00",15322,15322
"2022-05-06 00:00:00",12181,12181
"2022-05-07 00:00:00",11596,11596
"2022-05-08 00:00:00",11174,11174
"2022-05-09 00:00:00",12806,12806
"2022-05-10 00:00:00",11530,11530
"2022-05-11 00:00:00",15023,15023
"2022-05-12 00:00:00",14709,14709
"2022-05-13 00:00:00",13302,13302
"2022-05-14 00:00:00",6444,6444
"2022-05-15 00:00:00",11460,11460
