"DateTime","Average USD","Average USD"
"2018-07-20 00:00:00",11.09,11.09
"2018-07-21 00:00:00",205.91,205.91
"2018-07-22 00:00:00",30.17,30.17
"2018-07-23 00:00:00",10.25,10.25
"2018-07-24 00:00:00",17.53,17.53
"2018-07-25 00:00:00",39.55,39.55
"2018-07-26 00:00:00",38.55,38.55
"2018-07-27 00:00:00",26.46,26.46
"2018-07-28 00:00:00",185.66,185.66
"2018-07-29 00:00:00",39.49,39.49
"2018-07-30 00:00:00",37.54,37.54
"2018-07-31 00:00:00",67.57,67.57
"2018-08-01 00:00:00",113.96,113.96
"2018-08-02 00:00:00",58.33,58.33
"2018-08-03 00:00:00",134.54,134.54
"2018-08-04 00:00:00",29.63,29.63
"2018-08-05 00:00:00",59.36,59.36
"2018-08-06 00:00:00",11.94,11.94
"2018-08-07 00:00:00",13.46,13.46
"2018-08-08 00:00:00",5.54,5.54
"2018-08-09 00:00:00",92.99,92.99
"2018-08-10 00:00:00",48.58,48.58
"2018-08-11 00:00:00",7.81,7.81
"2018-08-12 00:00:00",61.68,61.68
"2018-08-13 00:00:00",132.52,132.52
"2018-08-14 00:00:00",98.82,98.82
"2018-08-15 00:00:00",21.87,21.87
"2018-08-16 00:00:00",40.92,40.92
"2018-08-17 00:00:00",23.21,23.21
"2018-08-18 00:00:00",83.2,83.2
"2018-08-19 00:00:00",219.01,219.01
"2018-08-20 00:00:00",27.88,27.88
"2018-08-21 00:00:00",114.38,114.38
"2018-08-22 00:00:00",125.92,125.92
"2018-08-23 00:00:00",95.49,95.49
"2018-08-24 00:00:00",115.88,115.88
"2018-08-25 00:00:00",79.59,79.59
"2018-08-26 00:00:00",42.52,42.52
"2018-08-27 00:00:00",141.71,141.71
"2018-08-28 00:00:00",123.64,123.64
"2018-08-29 00:00:00",54.3,54.3
"2018-08-30 00:00:00",40.42,40.42
"2018-08-31 00:00:00",110.01,110.01
"2018-09-01 00:00:00",65,65
"2018-09-02 00:00:00",15.75,15.75
"2018-09-03 00:00:00",78.55,78.55
"2018-09-04 00:00:00",52.99,52.99
"2018-09-05 00:00:00",84.26,84.26
"2018-09-06 00:00:00",30.75,30.75
"2018-09-07 00:00:00",54.01,54.01
"2018-09-08 00:00:00",45.03,45.03
"2018-09-09 00:00:00",56.8,56.8
"2018-09-10 00:00:00",25.15,25.15
"2018-09-11 00:00:00",36.6,36.6
"2018-09-12 00:00:00",162.42,162.42
"2018-09-13 00:00:00",52.28,52.28
"2018-09-14 00:00:00",81.84,81.84
"2018-09-15 00:00:00",47.51,47.51
"2018-09-16 00:00:00",46.53,46.53
"2018-09-17 00:00:00",74.84,74.84
"2018-09-18 00:00:00",74.11,74.11
"2018-09-19 00:00:00",83.68,83.68
"2018-09-20 00:00:00",36.8,36.8
"2018-09-21 00:00:00",235.32,235.32
"2018-09-22 00:00:00",85.66,85.66
"2018-09-23 00:00:00",87.98,87.98
"2018-09-24 00:00:00",90.29,90.29
"2018-09-25 00:00:00",42.68,42.68
"2018-09-26 00:00:00",36.71,36.71
"2018-09-27 00:00:00",42.38,42.38
"2018-09-28 00:00:00",19.94,19.94
"2018-09-29 00:00:00",103.12,103.12
"2018-09-30 00:00:00",11.4,11.4
"2018-10-01 00:00:00",28.69,28.69
"2018-10-02 00:00:00",159.01,159.01
"2018-10-03 00:00:00",72.76,72.76
"2018-10-04 00:00:00",14.01,14.01
"2018-10-05 00:00:00",88.38,88.38
"2018-10-06 00:00:00",74.63,74.63
"2018-10-07 00:00:00",302.79,302.79
"2018-10-08 00:00:00",17.71,17.71
"2018-10-09 00:00:00",13.4,13.4
"2018-10-10 00:00:00",14.11,14.11
"2018-10-11 00:00:00",25.86,25.86
"2018-10-12 00:00:00",13.25,13.25
"2018-10-13 00:00:00",15.45,15.45
"2018-10-14 00:00:00",90.34,90.34
"2018-10-15 00:00:00",13.5,13.5
"2018-10-16 00:00:00",24.18,24.18
"2018-10-17 00:00:00",33.57,33.57
"2018-10-18 00:00:00",199.39,199.39
"2018-10-19 00:00:00",69.12,69.12
"2018-10-20 00:00:00",11.49,11.49
"2018-10-21 00:00:00",24.21,24.21
"2018-10-22 00:00:00",11.95,11.95
"2018-10-23 00:00:00",4.43,4.43
"2018-10-24 00:00:00",5.52,5.52
"2018-10-25 00:00:00",89.74,89.74
"2018-10-26 00:00:00",7.13,7.13
"2018-10-27 00:00:00",6,6
"2018-10-28 00:00:00",13.92,13.92
"2018-10-29 00:00:00",5.6,5.6
"2018-10-30 00:00:00",17.56,17.56
"2018-10-31 00:00:00",7.96,7.96
"2018-11-01 00:00:00",9.96,9.96
"2018-11-02 00:00:00",8.25,8.25
"2018-11-03 00:00:00",3.17,3.17
"2018-11-04 00:00:00",5.42,5.42
"2018-11-05 00:00:00",7.54,7.54
"2018-11-06 00:00:00",8.09,8.09
"2018-11-07 00:00:00",5.89,5.89
"2018-11-08 00:00:00",12.98,12.98
"2018-11-09 00:00:00",7.89,7.89
"2018-11-10 00:00:00",4.64,4.64
"2018-11-11 00:00:00",8.12,8.12
"2018-11-12 00:00:00",4.92,4.92
"2018-11-13 00:00:00",3.87,3.87
"2018-11-14 00:00:00",15.25,15.25
"2018-11-15 00:00:00",9.33,9.33
"2018-11-16 00:00:00",2.71,2.71
"2018-11-17 00:00:00",1.99,1.99
"2018-11-18 00:00:00",16.55,16.55
"2018-11-19 00:00:00",5.63,5.63
"2018-11-20 00:00:00",11.17,11.17
"2018-11-21 00:00:00",15.9,15.9
"2018-11-22 00:00:00",4.25,4.25
"2018-11-23 00:00:00",4.54,4.54
"2018-11-24 00:00:00",2.83,2.83
"2018-11-25 00:00:00",23.48,23.48
"2018-11-26 00:00:00",3.7,3.7
"2018-11-27 00:00:00",2.99,2.99
"2018-11-28 00:00:00",3.28,3.28
"2018-11-29 00:00:00",2.67,2.67
"2018-11-30 00:00:00",2.21,2.21
"2018-12-01 00:00:00",1.82,1.82
"2018-12-02 00:00:00",2.31,2.31
"2018-12-03 00:00:00",2.49,2.49
"2018-12-04 00:00:00",1.81,1.81
"2018-12-05 00:00:00",4.74,4.74
"2018-12-06 00:00:00",4.17,4.17
"2018-12-07 00:00:00",3.07,3.07
"2018-12-08 00:00:00",1.46,1.46
"2018-12-09 00:00:00",3.6,3.6
"2018-12-10 00:00:00",2.23,2.23
"2018-12-11 00:00:00",2.26,2.26
"2018-12-12 00:00:00",1.24,1.24
"2018-12-13 00:00:00",5.24,5.24
"2018-12-14 00:00:00",2.61,2.61
"2018-12-15 00:00:00",2.27,2.27
"2018-12-16 00:00:00",1.24,1.24
"2018-12-17 00:00:00",2.92,2.92
"2018-12-18 00:00:00",2.95,2.95
"2018-12-19 00:00:00",1.81,1.81
"2018-12-20 00:00:00",5.99,5.99
"2018-12-21 00:00:00",3.77,3.77
"2018-12-22 00:00:00",6.62,6.62
"2018-12-23 00:00:00",2.75,2.75
"2018-12-24 00:00:00",4.1,4.1
"2018-12-25 00:00:00",2.09,2.09
"2018-12-26 00:00:00",8.2,8.2
"2018-12-27 00:00:00",1.45,1.45
"2018-12-28 00:00:00",1.86,1.86
"2018-12-29 00:00:00",1.76,1.76
"2018-12-30 00:00:00",2.86,2.86
"2018-12-31 00:00:00",1.85,1.85
"2019-01-01 00:00:00",2.86,2.86
"2019-01-02 00:00:00",1.45,1.45
"2019-01-03 00:00:00",4.14,4.14
"2019-01-04 00:00:00",5.73,5.73
"2019-01-05 00:00:00",3.57,3.57
"2019-01-06 00:00:00",3.32,3.32
"2019-01-07 00:00:00",3.23,3.23
"2019-01-08 00:00:00",1.68,1.68
"2019-01-09 00:00:00",2.2,2.2
"2019-01-10 00:00:00",1.92,1.92
"2019-01-11 00:00:00",2.49,2.49
"2019-01-12 00:00:00",0.88,0.88
"2019-01-13 00:00:00",1.86,1.86
"2019-01-14 00:00:00",1.16,1.16
"2019-01-15 00:00:00",2.05,2.05
"2019-01-16 00:00:00",0.61,0.61
"2019-01-17 00:00:00",7.22,7.22
"2019-01-18 00:00:00",1.16,1.16
"2019-01-19 00:00:00",2.68,2.68
"2019-01-20 00:00:00",1.35,1.35
"2019-01-21 00:00:00",2.35,2.35
"2019-01-22 00:00:00",2.54,2.54
"2019-01-23 00:00:00",2.87,2.87
"2019-01-24 00:00:00",2.67,2.67
"2019-01-25 00:00:00",3.6,3.6
"2019-01-26 00:00:00",2.82,2.82
"2019-01-27 00:00:00",2.73,2.73
"2019-01-28 00:00:00",2.41,2.41
"2019-01-29 00:00:00",3.07,3.07
"2019-01-30 00:00:00",5.08,5.08
"2019-01-31 00:00:00",3.79,3.79
"2019-02-01 00:00:00",2.4,2.4
"2019-02-02 00:00:00",1.7,1.7
"2019-02-03 00:00:00",1.73,1.73
"2019-02-04 00:00:00",1.74,1.74
"2019-02-05 00:00:00",1.46,1.46
"2019-02-06 00:00:00",2.58,2.58
"2019-02-07 00:00:00",1.07,1.07
"2019-02-08 00:00:00",5.99,5.99
"2019-02-09 00:00:00",1.74,1.74
"2019-02-10 00:00:00",7.64,7.64
"2019-02-11 00:00:00",2.44,2.44
"2019-02-12 00:00:00",2.93,2.93
"2019-02-13 00:00:00",3.06,3.06
"2019-02-14 00:00:00",3.55,3.55
"2019-02-15 00:00:00",4.09,4.09
"2019-02-16 00:00:00",1.69,1.69
"2019-02-17 00:00:00",3.77,3.77
"2019-02-18 00:00:00",4.24,4.24
"2019-02-19 00:00:00",3.77,3.77
"2019-02-20 00:00:00",7.41,7.41
"2019-02-21 00:00:00",5.45,5.45
"2019-02-22 00:00:00",1.22,1.22
"2019-02-23 00:00:00",3.08,3.08
"2019-02-24 00:00:00",1.68,1.68
"2019-02-25 00:00:00",5.39,5.39
"2019-02-26 00:00:00",3.88,3.88
"2019-02-27 00:00:00",4.62,4.62
"2019-02-28 00:00:00",4.47,4.47
"2019-03-01 00:00:00",9.68,9.68
"2019-03-02 00:00:00",6.56,6.56
